FIR_ID,Victim_ID
FIR005218,V00671
FIR007824,V01409
FIR006737,V02487
FIR000668,V01114
FIR007073,V00634
FIR008234,V01995
FIR000555,V01730
FIR000279,V01736
FIR000398,V00501
FIR009796,V01782
FIR006739,V00176
FIR008770,V02917
FIR000059,V00417
FIR002476,V01038
FIR005452,V01890
FIR000310,V00514
FIR005051,V01178
FIR004395,V01089
FIR006360,V02822
FIR005353,V00565
FIR008984,V01065
FIR006181,V00993
FIR001998,V02593
FIR000471,V02769
FIR005371,V02389
FIR008788,V01198
FIR004134,V02207
FIR001893,V01080
FIR003372,V01616
FIR000531,V00315
FIR006657,V02117
FIR005927,V01266
FIR000252,V02595
FIR008139,V02595
FIR008956,V00927
FIR003568,V00863
FIR003798,V00197
FIR008035,V01039
FIR000909,V00540
FIR008725,V00065
FIR009873,V02400
FIR003488,V01298
FIR004872,V00933
FIR005789,V02055
FIR004049,V02365
FIR005881,V01819
FIR005031,V00178
FIR003684,V01293
FIR003560,V00172
FIR001563,V01331
FIR009107,V02178
FIR009255,V01972
FIR009017,V01602
FIR006220,V02718
FIR003469,V02389
FIR001824,V02762
FIR001248,V00947
FIR005397,V00863
FIR000553,V01936
FIR000068,V01647
FIR009947,V02827
FIR005501,V00494
FIR001652,V00973
FIR003833,V00422
FIR006889,V01864
FIR001551,V01440
FIR006662,V01063
FIR009468,V00072
FIR003498,V00969
FIR005362,V00288
FIR000480,V01176
FIR007355,V02851
FIR005408,V02665
FIR000815,V00711
FIR005680,V02656
FIR007846,V02877
FIR000312,V02305
FIR006711,V02094
FIR004413,V02742
FIR004662,V01819
FIR007286,V00510
FIR006771,V01545
FIR009423,V01092
FIR008855,V02953
FIR003480,V02229
FIR003985,V00908
FIR006693,V02238
FIR004941,V01638
FIR007541,V00274
FIR007975,V00362
FIR006364,V00129
FIR004980,V02487
FIR004915,V00460
FIR006068,V01518
FIR009840,V00043
FIR005852,V01502
FIR009942,V01892
FIR002215,V02344
FIR002265,V00163
FIR003024,V00327
FIR003480,V00660
FIR000243,V01799
FIR003679,V00422
FIR003394,V02884
FIR008424,V00051
FIR004761,V00153
FIR009749,V00866
FIR005963,V01017
FIR009416,V02319
FIR002305,V01597
FIR006828,V02182
FIR002552,V02493
FIR002804,V01631
FIR004354,V02340
FIR001981,V01429
FIR009564,V01345
FIR004892,V02328
FIR002020,V02614
FIR005735,V02648
FIR007929,V02937
FIR000586,V00728
FIR005226,V00824
FIR002913,V02749
FIR008962,V00940
FIR005042,V02239
FIR006815,V01001
FIR009156,V02084
FIR003795,V02805
FIR005521,V01981
FIR001067,V00664
FIR008632,V02640
FIR008770,V01386
FIR008988,V02266
FIR006014,V00402
FIR003014,V01878
FIR004907,V02792
FIR004647,V02415
FIR008796,V01134
FIR002759,V00101
FIR005301,V01316
FIR008402,V01559
FIR008050,V02797
FIR007589,V00353
FIR009707,V02691
FIR000145,V00908
FIR002392,V00647
FIR005767,V00368
FIR004562,V01389
FIR001252,V01473
FIR009416,V02764
FIR003727,V02663
FIR007706,V00800
FIR009608,V01901
FIR008558,V01928
FIR000275,V00873
FIR004179,V01985
FIR002100,V02823
FIR003621,V00640
FIR009712,V01308
FIR007885,V01298
FIR005013,V01572
FIR005910,V02479
FIR004222,V02281
FIR002305,V01580
FIR009658,V01239
FIR007509,V00639
FIR002090,V00065
FIR005038,V01935
FIR001922,V01722
FIR003992,V02830
FIR006531,V01118
FIR004020,V00230
FIR001209,V01342
FIR002582,V00866
FIR006498,V02948
FIR004334,V02525
FIR009834,V00228
FIR007203,V02743
FIR002896,V01425
FIR006501,V00410
FIR007341,V01389
FIR000392,V02986
FIR000996,V02381
FIR006932,V02732
FIR004667,V00050
FIR003714,V01018
FIR001773,V00596
FIR005984,V02772
FIR008638,V00239
FIR004130,V01925
FIR001484,V02553
FIR001491,V02194
FIR003030,V01028
FIR002068,V00781
FIR004266,V02844
FIR002345,V00973
FIR002462,V02881
FIR001353,V02437
FIR004280,V01843
FIR000319,V01919
FIR001541,V00275
FIR006765,V02739
FIR001438,V00045
FIR005282,V00005
FIR001822,V00573
FIR002026,V00902
FIR009029,V00515
FIR000402,V01108
FIR009236,V01430
FIR004438,V00373
FIR002046,V01219
FIR006582,V01746
FIR007269,V02251
FIR002777,V00591
FIR008395,V02824
FIR002417,V01857
FIR002878,V00449
FIR004793,V02227
FIR008267,V02552
FIR002031,V02810
FIR006191,V00867
FIR008307,V00730
FIR001694,V01552
FIR003639,V02681
FIR009912,V00605
FIR005028,V00431
FIR008335,V01489
FIR009345,V01054
FIR008133,V02250
FIR001467,V02347
FIR005082,V00418
FIR007834,V02548
FIR001176,V01427
FIR005349,V00554
FIR004372,V00586
FIR003232,V02520
FIR005959,V01991
FIR006182,V01363
FIR009031,V00660
FIR009918,V00112
FIR004196,V02707
FIR004279,V02199
FIR007872,V02404
FIR001727,V00462
FIR003325,V02714
FIR005201,V02814
FIR002165,V01347
FIR009650,V02266
FIR009500,V02197
FIR003493,V01728
FIR008364,V01761
FIR009294,V01566
FIR008930,V01849
FIR001385,V02303
FIR005804,V01468
FIR004717,V01748
FIR001628,V01025
FIR000279,V02378
FIR006737,V01129
FIR006562,V02886
FIR003693,V00937
FIR005045,V01285
FIR006436,V00943
FIR007194,V00619
FIR002730,V00360
FIR006940,V00741
FIR005948,V01623
FIR007370,V00618
FIR008951,V02844
FIR008838,V02054
FIR004405,V01913
FIR002714,V01198
FIR007220,V01226
FIR002874,V01075
FIR003005,V01355
FIR001671,V02887
FIR001090,V02783
FIR003314,V01677
FIR004427,V02355
FIR003037,V02427
FIR000278,V01511
FIR000689,V01711
FIR003659,V01171
FIR008878,V01335
FIR002214,V02205
FIR001967,V02888
FIR000558,V01781
FIR007144,V00711
FIR007489,V01591
FIR001936,V00785
FIR000226,V00336
FIR005608,V02643
FIR007213,V00879
FIR009688,V00095
FIR005931,V02349
FIR006883,V02384
FIR008851,V00751
FIR003830,V01456
FIR001629,V00740
FIR008998,V01677
FIR009792,V01254
FIR005750,V00761
FIR000073,V01423
FIR006599,V01691
FIR003294,V02586
FIR004721,V02482
FIR002286,V02235
FIR000440,V00110
FIR000992,V01541
FIR005322,V02840
FIR002287,V02387
FIR006726,V00904
FIR009394,V02773
FIR008709,V02534
FIR002328,V00518
FIR000298,V01203
FIR006861,V01255
FIR003288,V00404
FIR002827,V02558
FIR006459,V01191
FIR008770,V02165
FIR008348,V02752
FIR008759,V01881
FIR009176,V02178
FIR002400,V01996
FIR002746,V00507
FIR008930,V02967
FIR006015,V00655
FIR004241,V01500
FIR001181,V01505
FIR006726,V00792
FIR009860,V00210
FIR002268,V01166
FIR002297,V01530
FIR008175,V00663
FIR004769,V00036
FIR001118,V01095
FIR007935,V00667
FIR003260,V02928
FIR008684,V01958
FIR006275,V00223
FIR007638,V01584
FIR004491,V02754
FIR003970,V01961
FIR003533,V02770
FIR001027,V01018
FIR005033,V02098
FIR001925,V01641
FIR005133,V00385
FIR002040,V00770
FIR007708,V01803
FIR003991,V02069
FIR008953,V00628
FIR004720,V01170
FIR004251,V02693
FIR005745,V00244
FIR008701,V00554
FIR000172,V02258
FIR003304,V02892
FIR001044,V01882
FIR001191,V00412
FIR007726,V01153
FIR009437,V01465
FIR003619,V02348
FIR005064,V02484
FIR007968,V00294
FIR009375,V02466
FIR006518,V02840
FIR006865,V01993
FIR006778,V01789
FIR000082,V00665
FIR009907,V02867
FIR008586,V00320
FIR000424,V00625
FIR002543,V01532
FIR009308,V02308
FIR008050,V01783
FIR004765,V02399
FIR002717,V01352
FIR005981,V01687
FIR006445,V00237
FIR004713,V00272
FIR007755,V02092
FIR003865,V01575
FIR000628,V00497
FIR000608,V02831
FIR005892,V00588
FIR003638,V00805
FIR005542,V00348
FIR003075,V02726
FIR009101,V00222
FIR005500,V00363
FIR009117,V00388
FIR002581,V01029
FIR009906,V01248
FIR001944,V02017
FIR002856,V01650
FIR005564,V00359
FIR009570,V02383
FIR002419,V01128
FIR003472,V01054
FIR004879,V00380
FIR007795,V02747
FIR009107,V00980
FIR002400,V01449
FIR008676,V00996
FIR006512,V02869
FIR006217,V01859
FIR001479,V02231
FIR005103,V00178
FIR006239,V02550
FIR006838,V01071
FIR003539,V01955
FIR002216,V01712
FIR002915,V02494
FIR009811,V01535
FIR007016,V02934
FIR002858,V01074
FIR002106,V00073
FIR003118,V00260
FIR005054,V02802
FIR009045,V01162
FIR005343,V00851
FIR002834,V00046
FIR002837,V00797
FIR003858,V01963
FIR009222,V00044
FIR000456,V00649
FIR007777,V01766
FIR009726,V01518
FIR006091,V00037
FIR000510,V00543
FIR009296,V00548
FIR001957,V02916
FIR004346,V02150
FIR001688,V01714
FIR007504,V02919
FIR007600,V01630
FIR002116,V02187
FIR007026,V00769
FIR002507,V02915
FIR006703,V01146
FIR002597,V01433
FIR001553,V01154
FIR001560,V01931
FIR002761,V01353
FIR002225,V02297
FIR007642,V02255
FIR005603,V02371
FIR008380,V01250
FIR008018,V00343
FIR008642,V00457
FIR006994,V01727
FIR001741,V00204
FIR008618,V00315
FIR004841,V01697
FIR002229,V00895
FIR001807,V02359
FIR005397,V02270
FIR005235,V02140
FIR009031,V02260
FIR009787,V02646
FIR003732,V01788
FIR002933,V01893
FIR001586,V02612
FIR001587,V00245
FIR006489,V00889
FIR006843,V01892
FIR004036,V01425
FIR008966,V00768
FIR003610,V02605
FIR004539,V02919
FIR009074,V02330
FIR005737,V02661
FIR001641,V00753
FIR004602,V01496
FIR007488,V00919
FIR006380,V01331
FIR000965,V01032
FIR004379,V00585
FIR007605,V02792
FIR005823,V01872
FIR003512,V01810
FIR009579,V02051
FIR003638,V02200
FIR009518,V02525
FIR000032,V00261
FIR003733,V00041
FIR006282,V02134
FIR006270,V01611
FIR009580,V00476
FIR005852,V00124
FIR001725,V01312
FIR002643,V01074
FIR009109,V02205
FIR003148,V02382
FIR000706,V01738
FIR002772,V01269
FIR004295,V01445
FIR007343,V01109
FIR008452,V00068
FIR002343,V01197
FIR006406,V01683
FIR004843,V00573
FIR001214,V01577
FIR003000,V02755
FIR009779,V01388
FIR002348,V01760
FIR006341,V00115
FIR001189,V01227
FIR005266,V01332
FIR007520,V01358
FIR007423,V02445
FIR005024,V01305
FIR001506,V02221
FIR008314,V02169
FIR007200,V01776
FIR001096,V00237
FIR005920,V01457
FIR002813,V02941
FIR000827,V00592
FIR008415,V00860
FIR002575,V01267
FIR006450,V00995
FIR004657,V01302
FIR005802,V01730
FIR000337,V01745
FIR009429,V02871
FIR006223,V02214
FIR007170,V01478
FIR001282,V01759
FIR005651,V00214
FIR001082,V00658
FIR001586,V02218
FIR004807,V00658
FIR003475,V01374
FIR008491,V01174
FIR000240,V02887
FIR004735,V00830
FIR005379,V02755
FIR006665,V01228
FIR003488,V01518
FIR000567,V02838
FIR004035,V00539
FIR005173,V00247
FIR009843,V00971
FIR006859,V01121
FIR008873,V01346
FIR008304,V01226
FIR008215,V01086
FIR002452,V01851
FIR002795,V00421
FIR004914,V00967
FIR006705,V01181
FIR006315,V00302
FIR005536,V01492
FIR009527,V01661
FIR005118,V01642
FIR004213,V00360
FIR008728,V00362
FIR003860,V00725
FIR009588,V00820
FIR007852,V00053
FIR004112,V00799
FIR009812,V02029
FIR003669,V01936
FIR008488,V00464
FIR000171,V02079
FIR007237,V00010
FIR002270,V02914
FIR003067,V01371
FIR008990,V02221
FIR004135,V01038
FIR000952,V00487
FIR002086,V02834
FIR004377,V01859
FIR000799,V02188
FIR008708,V00331
FIR006758,V00490
FIR005645,V02212
FIR008727,V01586
FIR008340,V00718
FIR003439,V01692
FIR000310,V02230
FIR005299,V01479
FIR005159,V00470
FIR009855,V01640
FIR009398,V01929
FIR001141,V00158
FIR007034,V02544
FIR006104,V02985
FIR001914,V01182
FIR005492,V01469
FIR009046,V00671
FIR009104,V00752
FIR008527,V02054
FIR006371,V02093
FIR000671,V00042
FIR009589,V01728
FIR007624,V01439
FIR002314,V01006
FIR004335,V01810
FIR009545,V00815
FIR000748,V02609
FIR003206,V01592
FIR006761,V02449
FIR004178,V00004
FIR003369,V00909
FIR003676,V02159
FIR007832,V00561
FIR005738,V00966
FIR002956,V01933
FIR007841,V01265
FIR007927,V01734
FIR002872,V02374
FIR000557,V02629
FIR006091,V01390
FIR005490,V00331
FIR001297,V02863
FIR002131,V01895
FIR004963,V01596
FIR002877,V01653
FIR000598,V02300
FIR008610,V00337
FIR004909,V02309
FIR003067,V02892
FIR002652,V02807
FIR008174,V01879
FIR004265,V01905
FIR004028,V01326
FIR009116,V00100
FIR008001,V01292
FIR004481,V02434
FIR001556,V00632
FIR007570,V00041
FIR006396,V02579
FIR004753,V02719
FIR001465,V01499
FIR009259,V01908
FIR002987,V00846
FIR002440,V01198
FIR003620,V00865
FIR000754,V00565
FIR001699,V00778
FIR004929,V02146
FIR003953,V01688
FIR007787,V00555
FIR007876,V02614
FIR007405,V01558
FIR004212,V02944
FIR002545,V01660
FIR006733,V00898
FIR006256,V00828
FIR001884,V00900
FIR003354,V00093
FIR000047,V00500
FIR007770,V02547
FIR007009,V01843
FIR007848,V00606
FIR006586,V00610
FIR001285,V02921
FIR003590,V01112
FIR008382,V00362
FIR004068,V02482
FIR004203,V01436
FIR007840,V00136
FIR001786,V02189
FIR001331,V01925
FIR001630,V02259
FIR002693,V02103
FIR004618,V01504
FIR009965,V02951
FIR008216,V00137
FIR007903,V02950
FIR009932,V02845
FIR006197,V00051
FIR009508,V01555
FIR006930,V02696
FIR001966,V01629
FIR004645,V02308
FIR007708,V01424
FIR001558,V02841
FIR003831,V00544
FIR008767,V02896
FIR003336,V00104
FIR009979,V01430
FIR000015,V00915
FIR002961,V02479
FIR009287,V00033
FIR003516,V01235
FIR003236,V00875
FIR000582,V00761
FIR008471,V02922
FIR008650,V01431
FIR009812,V01979
FIR000785,V02879
FIR002806,V00379
FIR002330,V00482
FIR004674,V02500
FIR007039,V02836
FIR001613,V02094
FIR001396,V01828
FIR004128,V00371
FIR001046,V00171
FIR009922,V02576
FIR008787,V01161
FIR005083,V00976
FIR009512,V00482
FIR006784,V00148
FIR004645,V02626
FIR008997,V02072
FIR003652,V01247
FIR000629,V01639
FIR007007,V02399
FIR004037,V00291
FIR002561,V00088
FIR008117,V02737
FIR002022,V01842
FIR008079,V02130
FIR008802,V00315
FIR007165,V00920
FIR008763,V01430
FIR000957,V00833
FIR008196,V02850
FIR009893,V02265
FIR005386,V00732
FIR006046,V00096
FIR004347,V02700
FIR001773,V02755
FIR002841,V02889
FIR000767,V00967
FIR008470,V00132
FIR000627,V00068
FIR003756,V01158
FIR009658,V02790
FIR007753,V02156
FIR004311,V02300
FIR003803,V00267
FIR002236,V00045
FIR009903,V01263
FIR008837,V02776
FIR007698,V01421
FIR008605,V01911
FIR000945,V01903
FIR003281,V00378
FIR002358,V01020
FIR006491,V00280
FIR007884,V00360
FIR008047,V01291
FIR000807,V02857
FIR001834,V01814
FIR006840,V01999
FIR007520,V01677
FIR008197,V01119
FIR002621,V00751
FIR003605,V02038
FIR000670,V00288
FIR004656,V02792
FIR002391,V00228
FIR008352,V01310
FIR007397,V01037
FIR009333,V00073
FIR009694,V00240
FIR000107,V02977
FIR007257,V00497
FIR005640,V00192
FIR007793,V01932
FIR007839,V02708
FIR001277,V01376
FIR005612,V00127
FIR003721,V00110
FIR008031,V02999
FIR002249,V02874
FIR003874,V01901
FIR006181,V01061
FIR009452,V00166
FIR008844,V00118
FIR006470,V01388
FIR004526,V02679
FIR005345,V01304
FIR003644,V02003
FIR006824,V00356
FIR002638,V02342
FIR003530,V01102
FIR000233,V02661
FIR005352,V02242
FIR005214,V01590
FIR001711,V00456
FIR001980,V02821
FIR004025,V01906
FIR002738,V00604
FIR005888,V00211
FIR007487,V02658
FIR008548,V00920
FIR000746,V02182
FIR007804,V01951
FIR008608,V00431
FIR000108,V02656
FIR007259,V01551
FIR000902,V00395
FIR008397,V01317
FIR003671,V00064
FIR004550,V00688
FIR007583,V02742
FIR002324,V01790
FIR002738,V02732
FIR000704,V00064
FIR004791,V02927
FIR004661,V02196
FIR002218,V02319
FIR000502,V02513
FIR002887,V01785
FIR005737,V02587
FIR001061,V02233
FIR009553,V01907
FIR003005,V01336
FIR005298,V01342
FIR007115,V01279
FIR007846,V01942
FIR003214,V01433
FIR001709,V01719
FIR007368,V00559
FIR003350,V01513
FIR006308,V02950
FIR005888,V01922
FIR004644,V01997
FIR003663,V01290
FIR007578,V02121
FIR004959,V00789
FIR005109,V02991
FIR008757,V02184
FIR009559,V02449
FIR005716,V01511
FIR002293,V00652
FIR002503,V00462
FIR000286,V01357
FIR003417,V01144
FIR003759,V02056
FIR003442,V00994
FIR001467,V01242
FIR003064,V01149
FIR008140,V02268
FIR004438,V01175
FIR002848,V02802
FIR007529,V01423
FIR003629,V01095
FIR007045,V01018
FIR001793,V01162
FIR004886,V02022
FIR004993,V02454
FIR004420,V01591
FIR001549,V00882
FIR007410,V01327
FIR001139,V00688
FIR006744,V01261
FIR009401,V01287
FIR006343,V01079
FIR004260,V00021
FIR007641,V00020
FIR004673,V02934
FIR004196,V00400
FIR002022,V00262
FIR004409,V00155
FIR006217,V01757
FIR007768,V00081
FIR001471,V01131
FIR008934,V00319
FIR008804,V00990
FIR006163,V00992
FIR000779,V01764
FIR006323,V01024
FIR003901,V01269
FIR003160,V01597
FIR007315,V00196
FIR007086,V01276
FIR007049,V00504
FIR000813,V01926
FIR007299,V01349
FIR000760,V02763
FIR005723,V02072
FIR000195,V02048
FIR002993,V00929
FIR007980,V00368
FIR006000,V02772
FIR007233,V02599
FIR001732,V02521
FIR009382,V01192
FIR002122,V02331
FIR004214,V00083
FIR009358,V02561
FIR006727,V00815
FIR008322,V01858
FIR005538,V02102
FIR006937,V00281
FIR003078,V02374
FIR000760,V01064
FIR004830,V01808
FIR009047,V01926
FIR009215,V01984
FIR009419,V00149
FIR009083,V02745
FIR000521,V02699
FIR006874,V00053
FIR009762,V01509
FIR003595,V00125
FIR005575,V01234
FIR004380,V02365
FIR006191,V02667
FIR005808,V02525
FIR006522,V02108
FIR003476,V02477
FIR000276,V01256
FIR009577,V02931
FIR002986,V02585
FIR005611,V02110
FIR004559,V02512
FIR009565,V02483
FIR005472,V02019
FIR006196,V01763
FIR008037,V02041
FIR007513,V02618
FIR006370,V02478
FIR006046,V01974
FIR004356,V02190
FIR003812,V01191
FIR004715,V00164
FIR008834,V02869
FIR005822,V02978
FIR007890,V00206
FIR008020,V01317
FIR007432,V01188
FIR001773,V01921
FIR003856,V00102
FIR001617,V02100
FIR006282,V02345
FIR001971,V00755
FIR004993,V00068
FIR009711,V00372
FIR005453,V01313
FIR002996,V00791
FIR003814,V02757
FIR001882,V01938
FIR005405,V00686
FIR009981,V00495
FIR002043,V00321
FIR006603,V00743
FIR009066,V00238
FIR006765,V00123
FIR004732,V00255
FIR003998,V00253
FIR005522,V00055
FIR005708,V00051
FIR006406,V01004
FIR003510,V00229
FIR001552,V01125
FIR007700,V01124
FIR009086,V00542
FIR002592,V00160
FIR002561,V02263
FIR002470,V01713
FIR008738,V01265
FIR009722,V00213
FIR003610,V02611
FIR005567,V02653
FIR003646,V01388
FIR007727,V02980
FIR001743,V00224
FIR005254,V02065
FIR008508,V01062
FIR009208,V00479
FIR007507,V02778
FIR001898,V02432
FIR005366,V00568
FIR005920,V00546
FIR008891,V01091
FIR005306,V00040
FIR008362,V00236
FIR004024,V02312
FIR009220,V01213
FIR005816,V00447
FIR003043,V01053
FIR007687,V00175
FIR003559,V00920
FIR002414,V01659
FIR000629,V02506
FIR006643,V00142
FIR003339,V00424
FIR002794,V01824
FIR009550,V01372
FIR001825,V02189
FIR006227,V00522
FIR008313,V00738
FIR009113,V02571
FIR007445,V00266
FIR008364,V00117
FIR008433,V02552
FIR003654,V00551
FIR006642,V00259
FIR005954,V01571
FIR006419,V00350
FIR003202,V02788
FIR003895,V02695
FIR002317,V01832
FIR007044,V00862
FIR009283,V00183
FIR006054,V02463
FIR003852,V00737
FIR007810,V00655
FIR005542,V02058
FIR001086,V02405
FIR004894,V00476
FIR000579,V00756
FIR007379,V02876
FIR002531,V00229
FIR007138,V02632
FIR000824,V00266
FIR009905,V02622
FIR001441,V00158
FIR000457,V02064
FIR002737,V02518
FIR006269,V00902
FIR008432,V02137
FIR000482,V02133
FIR007733,V01138
FIR005208,V02383
FIR009396,V01022
FIR001449,V01369
FIR004040,V02165
FIR009823,V00959
FIR009210,V00143
FIR007801,V00558
FIR000809,V01209
FIR001673,V00962
FIR003953,V01245
FIR003787,V02903
FIR004865,V00897
FIR001468,V00032
FIR000284,V00557
FIR001487,V02584
FIR006513,V00002
FIR001458,V02946
FIR004226,V01427
FIR003678,V02449
FIR003352,V02684
FIR008969,V00365
FIR003108,V01670
FIR005425,V01838
FIR000668,V02070
FIR004667,V00251
FIR001840,V02166
FIR000044,V01003
FIR004603,V01766
FIR008157,V01679
FIR004663,V02926
FIR009162,V00945
FIR009836,V00101
FIR007670,V02024
FIR001490,V00002
FIR009318,V00967
FIR004016,V02600
FIR004673,V01097
FIR004349,V02692
FIR006542,V01924
FIR004807,V02583
FIR006954,V01006
FIR002430,V02917
FIR006142,V00196
FIR000100,V00505
FIR007432,V00788
FIR001727,V02252
FIR002267,V02834
FIR004907,V01114
FIR002106,V01421
FIR005488,V01671
FIR002530,V00146
FIR004219,V01936
FIR003015,V02318
FIR007978,V02553
FIR006385,V02903
FIR005323,V02626
FIR004237,V02218
FIR001813,V01068
FIR005241,V00658
FIR001264,V02491
FIR006670,V01693
FIR000945,V00890
FIR005393,V02160
FIR001040,V00552
FIR002476,V01034
FIR005617,V00551
FIR007766,V00261
FIR001349,V00341
FIR002775,V01818
FIR009851,V01748
FIR005447,V00572
FIR009109,V00312
FIR000233,V02142
FIR002527,V01300
FIR005645,V02634
FIR006696,V02853
FIR005772,V00439
FIR008536,V02780
FIR003146,V00320
FIR001410,V02073
FIR003998,V02639
FIR002505,V00597
FIR004464,V01515
FIR004899,V01346
FIR006700,V00344
FIR001920,V00221
FIR006698,V02887
FIR009275,V01301
FIR003772,V02829
FIR003989,V01656
FIR002453,V00980
FIR000096,V01177
FIR005236,V01067
FIR007874,V00546
FIR002437,V00193
FIR003435,V00737
FIR007194,V02703
FIR004222,V01697
FIR004562,V00840
FIR007105,V00584
FIR005713,V02227
FIR005552,V00529
FIR000866,V01631
FIR002094,V01204
FIR006277,V01358
FIR003343,V00476
FIR009580,V02562
FIR004876,V00555
FIR009032,V02039
FIR005522,V01411
FIR006544,V01067
FIR004158,V01436
FIR002983,V00429
FIR004600,V01756
FIR001622,V02389
FIR006594,V02059
FIR007217,V02186
FIR007803,V01999
FIR001647,V01162
FIR008703,V02845
FIR001335,V00406
FIR008916,V00157
FIR007496,V01615
FIR007422,V00560
FIR005623,V01247
FIR009780,V01000
FIR009430,V02932
FIR007928,V02600
FIR007837,V02887
FIR002793,V00326
FIR009535,V00682
FIR004664,V01713
FIR007444,V02151
FIR002034,V00188
FIR001800,V02318
FIR000861,V02735
FIR004411,V02044
FIR009366,V00623
FIR007727,V01452
FIR001194,V01886
FIR007316,V00777
FIR008700,V00538
FIR006740,V02924
FIR007376,V01809
FIR009389,V01227
FIR006513,V02716
FIR000481,V01839
FIR007669,V02087
FIR002827,V00951
FIR009294,V01738
FIR006439,V02552
FIR007227,V02378
FIR002645,V01546
FIR002791,V01903
FIR006225,V02211
FIR006402,V01680
FIR003791,V00988
FIR003134,V02633
FIR008582,V01031
FIR008669,V01003
FIR008155,V00649
FIR009734,V01986
FIR004531,V02246
FIR009592,V02092
FIR008973,V01459
FIR000156,V02064
FIR003377,V00674
FIR005567,V00108
FIR006081,V00735
FIR007856,V00036
FIR009091,V01129
FIR000087,V00344
FIR007653,V02169
FIR001434,V02864
FIR005155,V01137
FIR007408,V01705
FIR003512,V02977
FIR008839,V02540
FIR002590,V00225
FIR008111,V02452
FIR000744,V02698
FIR001816,V02562
FIR007618,V01869
FIR005767,V01374
FIR007964,V00561
FIR002513,V01454
FIR002508,V00696
FIR008333,V02818
FIR008526,V02078
FIR009270,V00585
FIR008099,V01319
FIR006624,V02333
FIR004812,V00677
FIR003307,V01917
FIR006137,V00799
FIR004742,V00117
FIR001330,V02011
FIR001598,V00064
FIR008854,V02026
FIR008460,V01760
FIR004133,V02731
FIR001750,V00793
FIR009557,V02252
FIR007979,V01911
FIR006783,V00877
FIR009043,V01802
FIR003518,V02486
FIR009241,V02141
FIR009907,V00082
FIR001589,V01337
FIR006310,V00166
FIR002715,V01346
FIR006822,V00642
FIR009756,V01564
FIR006261,V01193
FIR009367,V01163
FIR005556,V00380
FIR003278,V01845
FIR007972,V02905
FIR006475,V00919
FIR003824,V00583
FIR004545,V02020
FIR001232,V02555
FIR004891,V01761
FIR007654,V00168
FIR007713,V01887
FIR002506,V00321
FIR007871,V00918
FIR009372,V02808
FIR009945,V00992
FIR006554,V01603
FIR009994,V00569
FIR008752,V00217
FIR005522,V00439
FIR001719,V01249
FIR000345,V01980
FIR008160,V00653
FIR001660,V00616
FIR005481,V00347
FIR000992,V02391
FIR004351,V02643
FIR007978,V01762
FIR007219,V01053
FIR003805,V02907
FIR001963,V01234
FIR003680,V01983
FIR000467,V01707
FIR009827,V01538
FIR002067,V02229
FIR003003,V01995
FIR002195,V02763
FIR002000,V01969
FIR000179,V00779
FIR002983,V00591
FIR003122,V01548
FIR006878,V01839
FIR001136,V00391
FIR000418,V00130
FIR003275,V00351
FIR009137,V00034
FIR001098,V02652
FIR005867,V02639
FIR003988,V00938
FIR009577,V01458
FIR008630,V01570
FIR009638,V01752
FIR009240,V02384
FIR005247,V01130
FIR009041,V00543
FIR006575,V01604
FIR004784,V01833
FIR001573,V02970
FIR000903,V02746
FIR002888,V01526
FIR003592,V01240
FIR008950,V02309
FIR002476,V00398
FIR001737,V01228
FIR006387,V01661
FIR006691,V01691
FIR007045,V02571
FIR006460,V02530
FIR000938,V02228
FIR002692,V02090
FIR005013,V00251
FIR003370,V00977
FIR004138,V00750
FIR001100,V01269
FIR005907,V01391
FIR001206,V01056
FIR008045,V01915
FIR008389,V01543
FIR008391,V01462
FIR009153,V00431
FIR001764,V02761
FIR009454,V00758
FIR005293,V01345
FIR003745,V01377
FIR008648,V00462
FIR001163,V01830
FIR004666,V00108
FIR002617,V02615
FIR003829,V02067
FIR004111,V02594
FIR006415,V02843
FIR000149,V00532
FIR001529,V01304
FIR002783,V01530
FIR003305,V01586
FIR006706,V00642
FIR003582,V00725
FIR008056,V00226
FIR005117,V01256
FIR000756,V00167
FIR001374,V01182
FIR006408,V02495
FIR009047,V00124
FIR008674,V00572
FIR004940,V01288
FIR005528,V01153
FIR003400,V01279
FIR002374,V01256
FIR000434,V02899
FIR003147,V01181
FIR007534,V00463
FIR001934,V00670
FIR001182,V02299
FIR002517,V01588
FIR001396,V01209
FIR009068,V01960
FIR005992,V01173
FIR007661,V01178
FIR001817,V01099
FIR002199,V02798
FIR003404,V02770
FIR002117,V01375
FIR001802,V01856
FIR000059,V02697
FIR005986,V01540
FIR005841,V01555
FIR009650,V02096
FIR004093,V02540
FIR003158,V01063
FIR008865,V02132
FIR004455,V01030
FIR003960,V02627
FIR005106,V02729
FIR001433,V00893
FIR007328,V00115
FIR004643,V02832
FIR005629,V02513
FIR004851,V02521
FIR003345,V01127
FIR004211,V02126
FIR002626,V00620
FIR008628,V01848
FIR001980,V01736
FIR002817,V00525
FIR003822,V01789
FIR002329,V01755
FIR005717,V01397
FIR001996,V01059
FIR003511,V01061
FIR002496,V01836
FIR001767,V00775
FIR009921,V01220
FIR005215,V00999
FIR000396,V01125
FIR006095,V01742
FIR008504,V00687
FIR007978,V00053
FIR004079,V01771
FIR007522,V01964
FIR005966,V00229
