FIR_ID,Accused_ID
FIR003930,A00323
FIR006109,A00797
FIR006522,A00299
FIR000711,A01086
FIR002303,A01170
FIR001912,A01879
FIR003840,A00875
FIR001870,A00336
FIR002346,A00649
FIR005688,A01403
FIR001312,A00155
FIR001921,A01374
FIR005080,A01882
FIR008325,A00018
FIR002181,A01117
FIR001190,A00682
FIR000669,A00604
FIR007549,A00480
FIR002173,A01108
FIR001952,A01488
FIR008671,A00610
FIR002706,A00390
FIR009103,A01714
FIR009209,A01385
FIR001151,A01878
FIR003315,A01242
FIR004163,A01643
FIR006337,A00277
FIR003904,A00325
FIR004120,A00825
FIR005278,A01956
FIR002178,A01496
FIR001128,A00006
FIR003794,A01564
FIR005919,A00590
FIR000781,A01333
FIR000954,A01719
FIR001362,A00345
FIR001000,A00045
FIR001630,A00990
FIR000866,A00448
FIR006946,A00069
FIR009781,A00266
FIR001075,A00176
FIR005528,A01456
FIR006018,A00580
FIR007819,A00245
FIR004459,A00707
FIR008399,A00299
FIR000593,A00154
FIR004850,A01630
FIR004268,A00524
FIR006484,A00454
FIR004148,A01084
FIR001859,A01820
FIR008782,A01437
FIR002425,A01914
FIR000266,A01282
FIR008197,A00317
FIR004538,A01613
FIR003766,A01532
FIR001834,A01620
FIR004478,A00980
FIR003554,A00334
FIR004994,A00921
FIR001433,A01920
FIR006000,A00798
FIR006475,A01799
FIR003410,A01074
FIR001108,A00158
FIR005104,A01763
FIR003116,A00010
FIR004270,A00403
FIR002394,A00299
FIR000114,A01755
FIR001849,A01559
FIR009136,A00060
FIR001870,A00874
FIR005505,A00826
FIR001401,A00418
FIR009793,A00661
FIR004484,A00386
FIR000457,A00437
FIR005600,A01849
FIR008418,A01645
FIR006747,A01208
FIR007740,A00022
FIR001895,A00142
FIR009802,A01056
FIR000609,A01139
FIR004212,A00936
FIR004576,A01084
FIR003413,A01095
FIR009656,A01104
FIR008631,A01915
FIR009654,A01676
FIR005159,A01440
FIR006770,A01679
FIR001718,A01219
FIR008004,A00894
FIR000443,A01343
FIR008687,A01373
FIR009061,A01372
FIR004701,A00952
FIR007038,A01062
FIR001900,A01744
FIR000169,A01291
FIR004485,A00040
FIR004595,A00034
FIR004852,A00120
FIR005176,A01794
FIR009804,A01154
FIR005353,A00275
FIR003264,A01801
FIR006868,A00840
FIR009708,A01324
FIR009838,A01230
FIR003401,A01684
FIR006465,A00167
FIR009122,A01658
FIR006121,A00988
FIR006336,A01377
FIR004917,A00056
FIR006734,A01930
FIR008727,A01453
FIR006373,A00756
FIR009470,A00230
FIR009887,A01916
FIR005046,A01380
FIR002083,A01668
FIR003060,A00884
FIR005372,A01296
FIR004477,A01079
FIR006245,A00479
FIR004686,A01786
FIR003342,A01073
FIR002201,A01937
FIR003366,A01139
FIR006683,A01678
FIR003944,A01174
FIR009708,A00252
FIR006946,A00455
FIR003919,A01424
FIR005716,A00449
FIR009797,A01739
FIR004310,A01678
FIR006881,A00962
FIR008720,A00528
FIR003475,A01490
FIR006054,A01172
FIR009451,A01163
FIR003726,A00129
FIR008168,A01249
FIR001044,A01733
FIR001760,A01858
FIR003003,A01278
FIR003744,A00608
FIR002943,A00583
FIR005584,A01263
FIR003740,A00486
FIR006102,A00294
FIR008141,A00262
FIR002643,A00914
FIR004801,A01584
FIR008893,A01813
FIR000295,A01812
FIR001249,A00129
FIR002835,A00930
FIR002892,A01632
FIR008440,A00808
FIR004690,A01276
FIR001062,A01489
FIR005895,A01001
FIR005119,A00848
FIR002539,A00627
FIR006590,A01894
FIR005653,A01128
FIR003313,A01696
FIR000300,A00696
FIR003120,A01465
FIR002006,A01613
FIR007469,A00308
FIR000590,A01562
FIR004361,A00872
FIR004800,A00167
FIR001181,A01021
FIR004731,A01501
FIR008446,A00008
FIR007748,A01289
FIR003499,A01853
FIR001616,A01663
FIR006421,A00189
FIR003235,A00127
FIR007622,A01195
FIR009374,A01042
FIR007349,A01726
FIR008500,A01985
FIR005380,A01428
FIR000049,A00866
FIR005704,A00799
FIR001342,A01970
FIR004969,A01490
FIR004073,A01705
FIR005647,A00677
FIR000570,A00931
FIR001455,A01913
FIR009415,A01485
FIR001335,A00653
FIR006003,A01040
FIR003260,A01369
FIR005526,A00033
FIR001058,A00580
FIR001864,A01468
FIR001228,A01534
FIR005650,A01550
FIR001326,A01389
FIR007625,A00059
FIR005908,A00940
FIR003649,A01304
FIR009343,A01737
FIR005233,A01144
FIR003780,A00577
FIR009532,A00203
FIR005139,A00723
FIR005533,A00790
FIR002529,A01303
FIR005467,A01317
FIR009992,A00694
FIR007171,A01604
FIR001060,A01327
FIR002447,A00848
FIR004383,A01501
FIR007993,A01560
FIR009364,A00698
FIR003357,A00710
FIR001939,A01189
FIR006434,A01719
FIR000512,A00146
FIR007852,A00323
FIR004519,A01781
FIR003655,A01100
FIR008018,A01818
FIR004838,A01558
FIR004676,A01909
FIR006953,A00545
FIR005922,A00288
FIR000976,A00376
FIR000542,A00197
FIR004066,A01193
FIR005490,A00610
FIR005860,A00881
FIR000250,A00272
FIR003882,A01857
FIR005772,A01455
FIR009766,A01445
FIR006709,A01415
FIR008114,A01797
FIR005966,A01650
FIR004159,A00448
FIR005778,A01865
FIR005380,A01222
FIR004198,A01074
FIR006507,A01952
FIR008174,A01171
FIR007998,A01446
FIR000152,A01234
FIR006258,A01088
FIR005871,A00513
FIR001507,A00003
FIR005905,A00782
FIR003224,A01766
FIR007116,A00449
FIR001594,A00653
FIR006171,A01053
FIR001794,A01691
FIR008153,A01989
FIR000945,A01188
FIR005873,A00442
FIR002575,A00528
FIR004704,A00553
FIR007479,A00878
FIR006426,A01030
FIR003864,A00185
FIR007187,A00870
FIR003006,A01351
FIR001996,A01665
FIR006892,A00878
FIR001840,A01885
FIR009023,A01094
FIR007636,A00796
FIR000494,A01867
FIR005431,A01373
FIR008416,A00835
FIR001886,A00294
FIR004525,A01000
FIR007827,A01754
FIR008297,A01520
FIR009275,A01870
FIR007275,A00925
FIR006914,A01900
FIR009356,A01635
FIR009030,A01231
FIR001547,A01977
FIR000140,A00373
FIR007673,A00914
FIR000207,A01644
FIR004586,A01475
FIR004502,A01378
FIR008961,A00075
FIR007729,A01694
FIR001997,A01741
FIR008352,A01624
FIR006973,A00920
FIR006007,A01064
FIR009061,A00886
FIR002098,A00800
FIR008572,A01111
FIR009962,A00909
FIR008843,A00366
FIR002016,A00034
FIR001505,A01476
FIR007497,A01794
FIR003370,A01566
FIR008340,A00652
FIR009234,A00226
FIR007789,A01389
FIR008422,A01173
FIR001469,A01124
FIR004310,A00716
FIR003607,A01129
FIR001993,A00714
FIR007475,A00063
FIR009203,A01496
FIR007517,A00181
FIR000925,A00480
FIR006383,A00640
FIR004175,A01531
FIR001375,A01602
FIR008468,A01469
FIR007552,A00987
FIR001824,A01431
FIR004983,A00983
FIR000602,A01832
FIR007937,A00293
FIR000121,A01990
FIR002240,A00677
FIR008494,A01708
FIR004643,A00266
FIR001735,A00464
FIR009766,A01655
FIR003687,A00731
FIR008271,A01689
FIR007951,A01575
FIR002349,A01952
FIR002764,A01991
FIR004723,A00594
FIR001256,A00430
FIR007904,A01280
FIR005424,A00005
FIR002346,A01134
FIR003643,A01881
FIR005132,A00107
FIR000652,A00246
FIR008322,A00800
FIR006121,A00007
FIR003835,A00077
FIR007644,A01242
FIR000012,A01394
FIR006810,A00055
FIR001016,A01613
FIR009678,A01963
FIR005667,A01949
FIR005489,A00071
FIR008857,A00699
FIR000632,A01111
FIR009349,A00915
FIR009262,A00100
FIR001225,A01843
FIR001360,A00044
FIR002509,A01756
FIR004143,A00565
FIR008180,A01098
FIR008693,A00021
FIR003545,A00854
FIR008198,A00502
FIR001121,A00759
FIR000606,A01217
FIR002359,A00961
FIR002235,A01204
FIR002829,A01480
FIR007772,A00932
FIR009422,A01572
FIR007795,A00867
FIR006510,A01095
FIR000574,A01158
FIR001028,A01142
FIR001723,A00085
FIR006927,A00862
FIR002997,A00611
FIR006382,A00095
FIR000365,A01110
FIR000039,A00218
FIR005644,A01828
FIR000987,A00608
FIR001159,A01257
FIR000564,A00716
FIR002807,A01254
FIR002292,A01087
FIR000091,A01491
FIR002810,A01668
FIR000106,A01929
FIR004397,A00802
FIR007732,A00995
FIR002180,A00245
FIR008238,A01200
FIR002952,A00418
FIR008375,A00843
FIR004522,A01573
FIR002289,A00629
FIR006101,A00482
FIR000874,A01974
FIR005943,A00096
FIR001403,A01039
FIR000376,A00840
FIR008346,A00804
FIR007378,A01497
FIR009673,A00660
FIR008512,A01523
FIR008225,A01261
FIR007877,A00423
FIR003337,A00265
FIR007462,A00992
FIR002831,A00684
FIR002794,A01946
FIR002243,A00883
FIR009123,A01208
FIR003253,A00078
FIR003692,A01649
FIR002529,A01956
FIR002146,A01656
FIR004383,A00205
FIR005917,A01651
FIR005779,A01143
FIR009593,A01903
FIR002087,A01309
FIR009603,A00435
FIR003969,A00364
FIR008742,A01561
FIR009892,A00219
FIR008844,A00105
FIR001477,A00130
FIR006503,A01864
FIR005863,A01482
FIR006917,A01989
FIR001360,A00818
FIR004169,A01176
FIR006181,A00789
FIR003090,A00112
FIR000955,A01676
FIR004934,A00685
FIR008184,A00865
FIR009962,A00464
FIR002808,A00805
FIR002636,A00603
FIR008995,A00860
FIR001649,A01226
FIR002832,A01100
FIR007957,A00496
FIR003624,A01873
FIR003983,A00127
FIR000108,A01401
FIR001281,A00320
FIR004905,A01207
FIR003642,A01506
FIR006167,A00655
FIR006054,A01823
FIR006872,A01140
FIR003716,A01978
FIR002937,A01323
FIR007884,A00826
FIR000685,A00025
FIR009238,A00417
FIR009487,A01133
FIR007689,A00513
FIR008028,A01161
FIR009077,A00319
FIR008015,A00977
FIR001629,A00246
FIR007399,A00487
FIR003254,A01121
FIR009525,A00679
FIR006117,A00309
FIR009991,A00581
FIR002022,A01067
FIR004687,A00294
FIR006314,A01902
FIR002309,A01258
FIR009660,A00326
FIR008212,A01391
FIR005012,A01476
FIR003065,A00729
FIR008812,A01949
FIR008310,A00795
FIR002504,A01387
FIR009973,A00536
FIR002379,A01721
FIR006081,A00587
FIR002520,A00457
FIR000682,A01508
FIR005295,A01736
FIR004384,A00475
FIR001442,A01794
FIR000315,A00572
FIR001569,A00482
FIR001102,A00308
FIR005386,A01352
FIR008566,A00180
FIR009985,A00168
FIR005825,A00237
FIR008929,A01254
FIR005752,A01025
FIR007509,A00717
FIR007394,A00194
FIR003466,A01784
FIR006419,A01030
FIR005798,A01331
FIR006797,A00514
FIR003824,A01036
FIR003489,A00233
FIR007526,A00077
FIR002469,A01089
FIR000894,A01751
FIR001176,A01430
FIR003255,A00815
FIR008624,A01198
FIR005282,A01496
FIR007334,A01271
FIR005779,A00408
FIR001376,A00117
FIR004992,A01215
FIR008091,A00888
FIR006347,A01553
FIR002291,A00518
FIR004012,A00677
FIR001023,A00038
FIR003112,A00181
FIR008047,A01841
FIR004093,A00165
FIR002820,A00100
FIR003737,A00924
FIR003880,A01672
FIR005969,A00359
FIR006662,A00200
FIR002610,A01632
FIR000028,A01588
FIR008643,A01318
FIR007766,A00608
FIR006482,A00340
FIR002660,A00532
FIR005886,A00228
FIR000751,A01700
FIR000727,A00125
FIR005632,A01789
FIR001474,A00033
FIR006606,A00208
FIR009716,A01711
FIR006618,A00117
FIR003926,A01940
FIR009590,A01300
FIR001088,A00710
FIR005187,A01415
FIR001966,A01947
FIR008193,A01327
FIR001817,A00825
FIR000775,A01196
FIR009805,A00451
FIR004624,A01916
FIR007235,A00721
FIR008612,A00069
FIR007383,A00212
FIR008288,A00028
FIR004823,A01630
FIR008040,A00325
FIR005251,A00738
FIR004616,A00183
FIR000070,A00157
FIR008826,A00874
FIR003385,A01634
FIR003903,A01041
FIR004203,A01211
FIR009442,A00597
FIR007291,A01248
FIR008129,A01854
FIR003215,A01293
FIR003220,A01099
FIR005075,A00403
FIR006480,A01439
FIR005280,A00295
FIR007408,A00238
FIR005971,A01648
FIR008887,A00626
FIR009779,A00261
FIR008079,A01357
FIR006154,A00275
FIR008549,A00623
FIR001022,A01707
FIR008079,A01989
FIR008530,A01439
FIR007775,A01647
FIR003049,A01559
FIR006479,A01195
FIR002856,A00471
FIR008666,A01294
FIR008233,A00184
FIR004130,A01785
FIR007099,A01423
FIR005287,A00355
FIR007915,A01768
FIR005304,A01749
FIR002061,A01223
FIR002577,A00265
FIR005512,A01981
FIR000298,A01904
FIR005444,A01053
FIR008736,A01849
FIR009296,A01055
FIR003361,A01898
FIR001479,A00787
FIR006018,A00434
FIR007831,A01327
FIR004219,A01623
FIR008758,A01392
FIR003558,A01663
FIR001748,A01643
FIR009175,A01409
FIR006741,A01575
FIR007193,A01894
FIR002511,A01600
FIR009907,A00673
FIR004547,A01910
FIR009359,A00360
FIR001600,A00318
FIR006608,A00877
FIR000950,A00388
FIR005662,A01003
FIR009352,A00894
FIR005649,A00422
FIR009254,A00536
FIR005038,A01067
FIR006180,A00867
FIR001883,A00466
FIR001495,A00420
FIR000827,A00196
FIR004833,A01526
FIR008496,A00298
FIR006184,A01541
FIR003456,A00713
FIR000248,A01117
FIR007240,A00463
FIR005625,A00327
FIR001739,A01723
FIR004185,A01645
FIR008292,A00914
FIR001512,A01116
FIR007488,A00605
FIR001755,A01177
FIR009678,A00828
FIR004986,A00977
FIR008845,A01831
FIR006120,A01407
FIR009155,A01718
FIR008455,A01318
FIR008173,A00091
FIR000867,A01166
FIR007128,A01970
FIR004749,A00105
FIR001713,A00611
FIR002851,A00752
FIR005589,A01174
FIR000121,A00511
FIR001784,A00444
FIR001926,A00821
FIR007396,A00930
FIR004694,A00788
FIR008144,A01085
FIR008817,A00281
FIR004737,A01024
FIR006071,A01040
FIR001803,A00148
FIR005120,A00416
FIR008146,A01031
FIR002917,A01955
FIR009319,A01801
FIR007102,A00497
FIR001174,A00689
FIR000342,A01061
FIR000963,A00339
FIR005589,A00500
FIR001399,A01113
FIR003205,A01569
FIR004251,A01442
FIR008774,A00891
FIR004118,A00526
FIR000929,A01812
FIR008658,A01572
FIR005625,A00179
FIR002264,A00357
FIR000640,A01654
FIR005944,A01369
FIR000537,A00949
FIR005204,A00387
FIR000510,A01273
FIR006072,A00513
FIR004084,A00294
FIR005490,A00527
FIR005854,A00989
FIR006619,A01878
FIR007447,A00453
FIR001525,A00011
FIR006090,A00175
FIR000375,A01586
FIR007112,A00380
FIR007031,A01892
FIR005381,A01801
FIR008758,A00084
FIR000111,A00735
FIR005288,A00610
FIR008699,A00080
FIR003224,A01537
FIR007797,A00433
FIR004308,A00018
FIR007803,A01642
FIR000212,A01555
FIR006631,A01439
FIR002828,A00139
FIR008250,A00220
FIR005753,A01531
FIR001108,A01273
FIR008932,A00093
FIR003173,A01997
FIR000916,A01817
FIR001454,A00400
FIR004872,A00695
FIR009606,A01992
FIR001453,A00506
FIR005897,A01872
FIR009152,A01961
FIR005958,A01631
FIR007809,A00784
FIR006996,A01196
FIR000187,A01626
FIR005053,A01578
FIR003923,A01614
FIR008145,A00986
FIR006574,A00568
FIR003055,A01320
FIR003196,A00745
FIR000824,A00167
FIR004204,A00807
FIR002703,A01284
FIR006047,A00934
FIR009052,A00582
FIR009464,A00625
FIR007271,A00144
FIR004501,A01329
FIR006798,A01799
FIR004859,A01443
FIR007375,A01919
FIR009803,A00637
FIR004120,A00787
FIR006875,A01968
FIR007620,A01386
FIR009942,A00145
FIR001364,A00588
FIR002785,A01759
FIR000644,A01328
FIR001737,A00980
FIR003911,A00245
FIR004192,A01171
FIR007295,A00241
FIR005865,A00732
FIR008237,A01867
FIR005223,A00450
FIR000695,A00337
FIR004738,A00274
FIR009204,A00633
FIR002532,A01261
FIR002904,A00299
FIR006414,A01161
FIR009509,A01020
FIR001801,A01696
FIR009862,A00485
FIR006118,A00869
FIR007231,A00487
FIR008030,A00543
FIR008478,A00395
FIR006329,A01287
FIR001049,A01289
FIR005921,A01527
FIR008933,A01335
FIR002621,A00826
FIR008307,A00029
FIR008155,A00105
FIR007612,A00222
FIR000341,A01544
FIR006575,A00065
FIR003894,A01275
FIR001434,A00717
FIR000951,A01912
FIR004119,A01720
FIR002150,A01707
FIR001383,A01578
FIR009874,A01248
FIR008338,A01675
FIR002162,A01288
FIR001959,A01008
FIR008638,A00866
FIR009113,A01736
FIR005335,A01917
FIR003849,A01005
FIR001878,A00015
FIR000665,A00495
FIR001859,A01824
FIR006184,A01828
FIR007612,A01825
FIR000769,A00529
FIR009351,A00778
FIR009110,A00910
FIR002980,A01515
FIR009781,A01123
FIR009090,A01867
FIR006521,A00527
FIR008877,A00608
FIR001804,A00290
FIR005339,A00774
FIR006467,A00119
FIR009551,A01258
FIR005572,A00195
FIR009087,A00992
FIR001382,A01074
FIR009060,A01920
FIR004126,A01701
FIR006285,A00041
FIR000997,A01805
FIR009446,A00138
FIR007771,A00626
FIR007932,A00136
FIR006265,A01731
FIR008453,A01483
FIR004003,A00877
FIR003363,A01691
FIR001611,A01176
FIR003931,A00738
FIR008470,A00595
FIR007665,A01328
FIR001501,A01338
FIR002838,A00034
FIR008407,A00539
FIR009504,A00840
FIR006059,A00438
FIR002884,A01722
FIR005357,A01087
FIR000829,A00109
FIR009679,A01062
FIR008202,A01712
FIR001566,A00326
FIR007952,A01311
FIR003606,A00779
FIR006419,A01582
FIR001794,A01155
FIR009451,A00755
FIR005732,A01929
FIR004971,A01524
FIR002039,A00755
FIR001874,A00629
FIR007450,A00551
FIR009865,A00570
FIR009406,A00373
FIR008132,A01317
FIR006658,A01399
FIR005149,A01099
FIR003344,A01088
FIR005664,A01703
FIR000533,A00659
FIR008876,A01405
FIR002479,A00887
FIR006488,A01884
FIR001313,A01680
FIR000089,A00938
FIR004221,A01247
FIR002625,A01586
FIR009686,A01293
FIR006057,A01827
FIR001141,A00787
FIR003282,A01042
FIR003002,A01513
FIR006181,A00653
FIR005744,A01066
FIR002195,A00173
FIR004254,A00100
FIR008050,A01849
FIR006303,A00121
FIR007142,A00493
FIR005225,A00413
FIR008528,A00795
FIR007521,A00404
FIR001846,A00374
FIR005194,A00119
FIR007582,A00964
FIR002574,A00167
FIR001902,A00141
FIR007446,A00443
FIR001464,A00254
FIR001586,A01258
FIR007939,A00371
FIR004962,A00647
FIR005754,A00960
FIR006168,A00898
FIR005026,A01255
FIR009448,A00810
FIR001773,A00391
FIR000243,A01106
FIR002365,A01452
FIR007421,A01955
FIR001997,A01754
FIR005906,A00984
FIR004250,A01675
FIR005878,A00580
FIR002266,A01146
FIR007662,A00658
FIR000618,A01392
FIR009281,A01477
FIR005869,A01456
FIR002520,A00338
FIR004934,A00396
FIR007813,A00088
FIR009531,A00459
FIR002540,A01320
FIR000084,A01604
FIR003436,A00717
FIR001235,A01329
FIR008048,A01815
FIR004945,A01622
FIR003502,A01171
FIR000118,A00388
FIR009927,A00259
FIR003998,A01171
FIR008939,A01960
FIR004691,A01447
FIR008589,A00403
FIR008536,A01477
FIR005772,A00201
FIR000381,A01545
FIR006342,A00797
FIR009473,A01450
FIR000350,A00904
FIR006440,A00722
FIR008735,A00408
FIR002227,A01056
FIR005120,A01406
FIR009689,A01634
FIR004835,A01560
FIR003794,A00732
FIR001783,A01956
FIR003724,A01867
FIR005828,A01111
FIR002993,A01949
FIR005972,A01278
FIR006414,A00539
FIR001267,A00268
FIR009330,A00692
FIR004314,A01042
FIR009198,A00701
FIR008586,A01497
FIR008309,A01720
FIR007513,A00001
FIR003000,A01942
FIR002549,A01906
FIR000190,A00738
FIR003897,A01817
FIR003829,A00474
FIR004291,A01632
FIR001014,A01374
FIR006253,A01560
FIR005006,A01650
FIR000865,A01630
FIR007412,A00374
FIR008719,A01211
FIR004693,A01821
FIR008325,A00658
FIR002386,A00609
FIR007150,A01703
FIR008185,A00091
FIR009482,A00726
FIR009993,A00547
FIR005360,A00634
FIR009821,A00371
FIR008689,A01914
FIR000121,A00215
FIR000184,A01645
FIR007078,A01237
FIR001646,A01538
FIR005032,A01582
FIR004411,A00091
FIR009231,A01631
FIR008562,A00355
FIR009921,A01728
FIR009975,A00751
FIR007890,A01972
FIR006295,A01548
FIR008405,A01438
FIR001442,A01248
FIR004852,A01416
FIR003619,A00273
FIR009001,A00185
FIR001332,A00554
FIR002127,A01901
FIR003020,A01931
FIR000403,A00234
FIR001537,A01203
FIR005903,A00586
FIR008057,A00821
FIR005699,A00064
FIR002440,A01741
FIR008004,A01415
FIR009157,A01702
FIR001721,A01400
FIR008620,A01726
FIR002184,A01230
FIR009437,A01744
FIR009069,A01595
FIR008409,A01142
FIR005762,A01199
FIR002606,A00918
FIR008830,A01709
FIR006618,A01518
FIR009339,A01026
FIR008910,A01283
FIR002107,A00528
FIR005803,A01746
FIR002897,A00555
FIR001303,A01636
FIR004656,A01811
FIR008821,A01080
FIR006197,A01915
FIR009824,A01121
FIR003245,A00547
FIR004475,A00830
FIR001580,A01919
FIR007171,A01340
FIR009574,A00449
FIR009518,A01634
FIR001485,A01698
FIR005163,A00558
FIR003136,A01722
FIR002288,A00303
FIR001573,A01647
FIR002112,A00512
FIR003384,A00318
FIR004487,A00803
FIR005271,A00745
FIR008405,A00734
FIR000901,A01632
FIR009440,A01900
FIR003761,A00537
FIR004690,A01125
FIR004328,A00664
FIR003238,A00775
FIR002930,A00394
FIR009268,A01440
FIR000356,A00903
FIR003993,A01241
FIR002796,A00313
FIR003946,A01647
FIR002656,A01462
FIR005300,A01950
FIR001881,A00487
FIR003612,A00457
FIR003248,A00683
FIR008463,A01725
FIR006529,A01378
FIR000347,A00088
FIR008628,A01145
FIR008924,A01543
FIR007717,A01054
FIR008356,A00854
FIR006133,A01888
FIR009943,A00996
FIR000559,A01134
FIR007979,A00404
FIR003082,A00731
FIR008453,A00884
FIR002999,A00424
FIR008868,A01933
FIR000360,A01118
FIR009427,A01731
FIR001696,A00076
FIR000535,A00646
FIR005136,A00529
FIR001861,A01830
FIR001464,A01126
FIR004965,A01958
FIR002237,A00710
FIR006742,A01558
FIR009371,A01925
FIR005656,A01334
FIR006156,A01709
FIR003763,A00454
FIR000858,A01198
FIR003083,A01204
FIR006824,A01707
FIR009445,A00403
FIR009479,A00750
FIR001825,A00819
FIR006344,A00084
FIR004117,A01609
FIR006613,A01935
FIR003853,A00442
FIR009518,A01262
FIR006743,A01713
FIR008551,A01696
FIR004491,A00558
FIR000356,A00622
FIR009054,A00519
FIR000930,A00529
FIR003031,A00242
FIR004203,A00416
FIR008303,A01676
FIR002664,A01884
FIR001726,A01656
FIR003245,A00018
FIR002136,A00953
FIR001166,A01718
FIR003328,A01904
FIR000091,A00639
FIR002261,A01963
FIR004621,A01946
FIR001829,A00068
FIR007248,A00801
FIR004394,A01752
FIR004015,A00203
FIR001275,A01717
FIR000466,A01168
FIR006946,A00118
FIR003851,A00375
FIR005223,A00884
FIR004995,A00364
FIR006738,A01732
FIR005628,A00658
FIR007673,A01414
FIR005609,A00578
FIR000838,A00152
FIR009905,A01659
FIR003215,A01907
FIR008845,A01733
FIR003386,A00594
FIR008760,A01806
FIR006251,A00747
FIR004965,A00125
FIR007873,A01561
FIR000206,A00127
FIR008755,A00805
FIR009216,A01865
FIR006106,A00565
FIR008546,A01525
FIR006592,A00030
FIR000392,A01424
FIR008333,A01469
FIR001976,A01911
FIR006730,A01358
FIR002809,A00561
FIR002681,A00015
FIR002039,A00296
FIR004472,A00549
FIR007205,A01191
FIR007629,A01460
FIR006954,A00544
FIR003927,A00591
FIR009897,A00780
FIR004566,A00114
FIR001189,A00782
FIR004844,A00736
FIR002487,A01315
FIR003047,A01731
FIR002258,A01018
FIR007519,A00156
FIR002840,A01764
FIR003015,A01211
FIR001615,A00388
FIR003461,A01309
FIR005427,A01918
FIR009351,A00452
FIR004561,A01713
FIR009610,A00036
FIR007833,A00840
FIR008537,A01558
FIR009489,A01753
FIR004085,A01287
FIR004206,A00231
FIR000323,A00078
FIR008180,A00493
FIR001681,A01545
FIR000276,A01235
FIR003261,A01452
FIR004783,A00565
FIR006021,A00789
FIR003460,A00636
FIR009049,A01943
FIR001289,A01334
FIR008433,A01119
FIR002521,A01067
FIR001934,A01512
FIR006049,A00474
FIR007174,A01831
FIR000127,A00657
FIR007198,A00621
FIR000040,A00745
FIR004561,A00706
FIR001753,A01549
FIR005898,A00856
FIR000272,A01809
FIR002337,A00256
FIR000218,A00447
FIR005556,A00632
FIR006499,A00003
FIR008902,A00247
FIR000391,A00977
FIR008597,A01674
FIR007746,A01209
FIR001603,A00544
FIR001241,A01828
FIR004355,A00449
FIR007969,A01436
FIR002481,A01176
FIR003874,A00638
FIR001071,A01209
FIR002390,A01902
FIR005759,A00757
FIR000251,A01960
FIR002528,A01689
FIR008816,A01337
FIR001122,A00194
FIR007136,A00969
FIR001670,A01561
FIR006765,A00900
FIR007057,A01463
FIR003501,A01463
FIR008360,A01364
FIR005016,A01342
FIR000447,A00917
FIR004303,A01541
FIR007464,A00824
FIR000159,A00945
FIR004778,A01134
FIR004278,A01467
FIR003721,A01854
FIR006831,A01208
FIR007477,A01438
FIR000986,A01077
FIR007372,A01064
FIR002566,A00038
FIR000732,A00824
FIR006356,A00420
FIR006798,A01550
FIR000327,A00385
FIR001626,A01893
FIR000308,A00007
FIR002128,A01059
FIR007985,A00672
FIR003007,A00877
FIR008125,A01509
FIR001695,A01029
FIR008567,A01469
FIR005036,A01571
FIR001292,A01639
FIR007731,A01109
FIR007347,A00447
FIR004840,A01519
FIR005978,A00925
FIR005570,A01178
FIR006924,A00338
FIR009623,A00293
FIR001122,A00008
FIR006458,A01099
FIR007778,A00992
FIR006935,A00136
FIR007957,A00207
FIR002712,A00214
FIR009762,A01500
FIR002398,A01835
FIR004248,A00116
FIR004832,A01918
FIR001290,A01335
FIR005639,A01220
FIR003109,A00868
FIR007769,A00093
FIR009477,A00662
FIR009000,A01933
FIR004718,A01609
FIR004165,A01491
FIR004818,A01684
FIR001464,A01048
FIR003086,A00408
FIR001341,A01253
FIR008120,A00848
FIR005598,A00010
FIR004428,A01905
FIR009970,A00772
FIR003470,A00026
FIR004902,A00875
FIR009056,A00172
FIR007270,A01112
FIR008971,A01953
FIR001801,A00544
FIR008201,A01408
FIR001199,A00478
FIR000891,A00309
FIR006354,A01415
FIR003450,A01891
FIR003165,A01700
FIR006535,A01025
FIR005267,A01528
FIR001397,A00170
FIR003987,A01956
FIR009246,A01637
FIR006754,A01348
FIR004118,A00869
FIR001837,A01077
FIR003265,A00162
FIR005447,A01405
FIR009897,A01739
FIR005826,A00999
FIR003858,A00827
FIR005823,A01156
FIR007616,A00095
FIR005947,A01311
FIR003628,A01007
FIR005131,A01688
FIR001436,A00762
FIR005322,A01748
FIR004359,A01621
FIR007425,A00641
FIR008090,A01362
FIR003867,A00190
FIR008566,A00924
FIR007295,A00602
FIR006580,A00025
FIR004578,A01765
FIR000938,A00629
FIR006213,A00391
FIR007389,A01173
FIR003633,A01938
FIR005086,A01259
FIR001856,A01124
FIR005128,A00858
FIR003008,A00915
FIR004537,A01429
FIR003922,A00139
FIR000900,A00188
FIR001442,A00127
FIR007841,A01548
FIR002623,A01092
FIR002018,A00755
FIR001245,A00947
FIR009956,A00130
FIR006000,A00546
FIR006035,A00770
FIR006502,A00028
FIR004225,A00761
FIR007070,A01403
FIR009059,A00176
FIR000254,A00645
FIR003795,A00209
FIR009342,A00093
FIR007647,A01627
FIR001309,A00920
FIR002388,A01451
FIR000796,A01790
FIR002466,A01787
FIR008553,A01842
FIR002445,A01981
FIR005294,A01082
FIR003039,A00134
FIR009558,A01706
FIR004479,A01644
FIR000898,A00135
FIR004316,A01083
FIR008649,A00896
FIR002454,A00626
FIR002954,A01793
FIR006517,A01669
FIR005935,A01234
FIR000634,A00098
FIR007534,A00079
FIR007877,A01605
FIR007868,A00921
FIR001520,A00548
FIR002681,A01643
